,listing code,brand,model,reference number,dealer product code,movement,case material,bracelet material,year of production,condition,scope of delivery,gender,location,price,url
56,cr8qc8,roger dubuis,<blank>,g37.14.0.gn1.7a,w149434,automatic,white gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,15371,https://www.chrono24.com/rogerdubuis/-roger-dubuis--g37140gn17a------id21426420.htm
57,by5cg5,roger dubuis,excalibur,rddbex0353,w137208,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,15290,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42---rddbex0353------id20069008.htm
58,by4fr2,roger dubuis,excalibur,rddbex0510,w172138,automatic,carbon,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,15290,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42---rddbex0510------id20067831.htm
59,9tuhp1,roger dubuis,velvet,rddbve0007,<blank>,automatic,white gold,<blank>,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,women's watch,latvia; riga,15201,https://www.chrono24.com/rogerdubuis/roger-dubuis-velvet--id16509085.htm
60,9tu599,roger dubuis,excalibur,rddbex0274,<blank>,automatic,rose gold,<blank>,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,latvia; riga,15105,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-36-automatic--id16508637.htm
61,7ipsn2,roger dubuis,easy diver,se46 14 9/5 9.53r,<blank>,automatic,steel,rubber,2006,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,switzerland; lausanne,15075,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-280-limited-rosa-gold---steel-full-set--id12630551.htm
62,cmny29,roger dubuis,much more,2497,<blank>,automatic,rose gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; santa barbara,15000,https://www.chrono24.com/rogerdubuis/much-more-bi-retrograde--id21212858.htm
63,apjod6,roger dubuis,hommage,rddbho0565,<blank>,automatic,rose gold,crocodile skin,2019 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,china; shanghai,14962,https://www.chrono24.com/rogerdubuis/roger-dubuis-hommage-18k-rose-gold-rddbho0565--id17988061.htm
64,crhk06,roger dubuis,easy diver,sed46-78-98-00/09a10/a,11/2021/1834/4,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,czech republic; praha 1,14908,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-chronograph-46mm--id21437856.htm
65,bufaf7,roger dubuis,easy diver,se48 02 9/0 k. 953,765,manual winding,gold/steel,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,russia; москва,14800,https://www.chrono24.com/rogerdubuis/--roger-dubuis-easy-diver-tourbillon-765--id19895271.htm
0,5go9v0,roger dubuis,hommage,rddbho0564,<blank>,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; beverly hills,14800,https://www.chrono24.com/rogerdubuis/roger-dubuis-rddbho0564--id9176035.htm
1,94hgv3,roger dubuis,golden square,dbgs0322,w518179,automatic,white gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,<blank>,united states of america; florida; surfside,14750,https://www.chrono24.com/rogerdubuis/golden-square-dbgs0322-18k-white-gold-37mm-watch--id15325807.htm
2,4pvvg0,roger dubuis,excalibur,rddbex0451,rdu012,automatic,steel,steel,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,united states of america; california; los angeles,14700,https://www.chrono24.com/rogerdubuis/excalibur-42-dbex0451-micro-rotor-bracelet--id7926172.htm
3,8l47g2,roger dubuis,easy diver,sed46-78-c9.n-cpg9.13r,<blank>,automatic,steel,rubber,2012 (approximation),"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,<blank>,finland; helsinki,14558,https://www.chrono24.com/rogerdubuis/easy-diver-chronoexcel-limited-edition--id14422156.htm
4,6gga31,roger dubuis,excalibur,rddbex0377,<blank>,automatic,steel,steel,2018,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,hong kong; hong kong,14558,https://www.chrono24.com/rogerdubuis/excalibur--id10845291.htm
5,by66q3,roger dubuis,excalibur,rddbex0352,w189574,automatic,rose gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,14554,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42--rddbex0352------id20070098.htm
6,973mu2,roger dubuis,hommage,rddbho0564,<blank>,automatic,white gold,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,switzerland; genève,14516,https://www.chrono24.com/rogerdubuis/hommage--id15447846.htm
7,ca1qp8,roger dubuis,sympathie,sym43 78 9 3r.53,164441968140,automatic,steel,rubber,2010,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,united states of america; new jersey; hoboken,14500,https://www.chrono24.com/rogerdubuis/new-roger-dubuis-sympathie--stainless-steel-chronograph-sym43-78-9-3r53--id20624209.htm
8,4lb5k4,roger dubuis,golden square,1185f-1130m-63,<blank>,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,uae; dubai,14500,https://www.chrono24.com/rogerdubuis/golden-square--triple-retrograde--id7712696.htm
9,975p81,roger dubuis,velvet,rddbve0033,<blank>,automatic,rose gold,crocodile skin,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; no original papers,women's watch,hong kong; tsim sha tsui; kowloon,14460,https://www.chrono24.com/rogerdubuis/velvet--id15450524.htm
10,co0kn8,roger dubuis,much more,m34-14479ob/761.671dt,w21266,automatic,white gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,14450,https://www.chrono24.com/rogerdubuis/muchmore-mens-dual-time-m34-1447-9-ob--id21275879.htm
11,crgks2,roger dubuis,excalibur,dbex0724,a0779706,automatic,titanium,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; tokyo minato-ku,14240,https://www.chrono24.com/rogerdubuis/----dbex0724-ti--id21436588.htm
12,by7c45,roger dubuis,<blank>,se46,w128119,manual winding,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,14129,https://www.chrono24.com/rogerdubuis/-roger-dubuis---se46------id20071588.htm
13,cgvoj7,roger dubuis,hommage,rddbho0564,9131,automatic,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; new york; ny,14108,https://www.chrono24.com/rogerdubuis/hommage-42mm-rddbho0564-18k-white-gold-mens-watch--id20942947.htm
14,cw1hz0,roger dubuis,sympathie,s37 570,36886,automatic,white gold,crocodile skin,unknown,<blank>,original box; original papers,men's watch/unisex,united states of america; massachusetts; boston,13900,https://www.chrono24.com/rogerdubuis/sympathie-s37-18k-white-gold-full-set--id21650327.htm
15,67nli8,roger dubuis,<blank>,f16850-fdrff2.6,<blank>,quartz,white gold,lizard skin,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,women's watch,south korea; seoul,13800,https://www.chrono24.com/rogerdubuis/roger-dubuis-follow-me---id10434870.htm
16,aonhu7,roger dubuis,excalibur,rddbex0385,01/2021/0645/1,automatic,steel,steel,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,czech republic; praha 1,13627,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur--42-automatic--id17946354.htm
17,5md059,roger dubuis,excalibur,86180,3476,automatic,steel,textile,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,women's watch,france; paris,13543,https://www.chrono24.com/rogerdubuis/excalibur--id9441365.htm
18,bj4v74,roger dubuis,excalibur,ex45 79.9.9.71r,132948,automatic,steel,rubber,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,<blank>,united states of america; california; los angeles,13500,https://www.chrono24.com/rogerdubuis/excalibur-chronograph-ex45--id19368547.htm
19,b3evo0,roger dubuis,kingsquare,rddbks0057,<blank>,automatic,titanium,rubber,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united states of america; florida; aventura,13500,https://www.chrono24.com/rogerdubuis/roger-dubuis-kingsquare-automatic--id18635028.htm
20,cw8nr1,roger dubuis,excalibur,rddbex0602,w212260,automatic,titanium,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,13491,https://www.chrono24.com/rogerdubuis/-roger-dubuis--rddbex0602------id21659607.htm
21,cp50d1,roger dubuis,much more,m34.5740,240500324962,automatic,red gold,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,men's watch/unisex,japan; osaka-shi,13491,https://www.chrono24.com/rogerdubuis/-roger-dubis---m345740-k18rg-------id21328285.htm
22,by3l97,roger dubuis,excalibur,rddbex0388,w197216,automatic,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,13491,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42---rddbex0388------id20066733.htm
23,by7gm8,roger dubuis,excalibur,dbex0543,w201310,automatic,steel,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,13491,https://www.chrono24.com/rogerdubuis/-roger-dubuis--dbex0543------id20071750.htm
24,cpfdc1,roger dubuis,excalibur,rddbex0266,w524144,automatic,steel,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; florida; surfside,13450,https://www.chrono24.com/rogerdubuis/excalibur-rddbex0266-stainless-steel-46mm-watch--id21341712.htm
25,6zcd29,roger dubuis,<blank>,t22180,kr,automatic,rose gold,leather,unknown,"good 
                     (light signs of wear or scratches)",original papers; no original box,women's watch,singapore; singapore,13394,https://www.chrono24.com/rogerdubuis/too-much-in-original-diamond-setting-and-18k-rose-gold--id11726678.htm
26,5fmx20,roger dubuis,excalibur,rddbex0353,<blank>,automatic,steel,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,italy; cremona,13370,https://www.chrono24.com/rogerdubuis/excalibur-rddbex0353--id9127622.htm
27,5fn364,roger dubuis,excalibur,rddbex0354,<blank>,automatic,steel,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,italy; cremona,13370,https://www.chrono24.com/rogerdubuis/excalibur--id9127842.htm
28,9tucz1,roger dubuis,excalibur,rddbex0287,<blank>,<blank>,steel,<blank>,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,<blank>,latvia; riga,<blank>,<blank>
29,cdsb94,roger dubuis,excalibur,no8060,<blank>,automatic,steel,rubber,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,turkey; istanbul,13164,https://www.chrono24.com/rogerdubuis/excalibur-triple-time-zone--id20798613.htm
30,3llwe9,roger dubuis,excalibur,rddbex0535,<blank>,automatic,steel,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,13044,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42--id6047006.htm
31,cmb4f2,roger dubuis,excalibur,ex45.78.9.9.71r,10/2021/1295/4,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original papers; no original box,men's watch/unisex,czech republic; praha 1,13044,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-chronograph--id21196239.htm
32,b1mv20,roger dubuis,<blank>,t3198,<blank>,<blank>,<blank>,<blank>,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,<blank>,united states of america; massachusetts; andover,13000,https://www.chrono24.com/rogerdubuis/roger-dubuis-too-much--id18552062.htm
